,Text,Negative,Neutral,Positive,Subjectivity,Polarity
5702,verily for the righteous there will be a fulfilment of (the heart's) desires;,0.0,1.0,0.0,0.0,0.0
5703,"gardens enclosed, and grapevines;",0.0,1.0,0.0,0.0,0.0
5704,and voluptuous women of equal age;,0.0,1.0,0.0,0.25,0.0
5705,and a cup full (to the brim).,0.0,1.0,0.0,0.55,0.35
5706,"no vanity shall they hear therein, nor untruth:-",0.0,0.808,0.192,0.0,0.0
5707,"recompense from thy lord, a gift, (amply) sufficient,",0.0,0.707,0.293,0.0,0.0
5708,"(from) the lord of the heavens and the earth, and all between, (allah) most gracious: none shall have power to argue with him.",0.083,0.69,0.227,0.5,0.5
5709,"the day that the spirit and the angels will stand forth in ranks, none shall speak except any who is permitted by (allah) most gracious, and he will say what is right.",0.0,0.843,0.157,0.5178571428571428,0.39285714285714285
5710,"that day will be the sure reality: therefore, whoso will, let him take a (straight) return to his lord!",0.0,0.791,0.209,0.6444444444444444,0.375
5711,"verily, we have warned you of a penalty near, the day when man will see (the deeds) which his hands have sent forth, and the unbeliever will say, ""woe unto me! would that i were (metre) dust!""",0.2,0.8,0.0,0.4,0.15625
5712,by the (angels) who tear out (the souls of the wicked) with violence;,0.405,0.595,0.0,0.0,0.0
5713,by those who gently draw out (the souls of the blessed);,0.0,0.566,0.434,0.8,0.2
5714,"and by those who glide along (on errands of mercy),",0.0,0.783,0.217,0.0,0.0
5715,"then press forward as in a race,",0.0,1.0,0.0,0.0,0.0
5716,"then arrange to do (the commands of their lord),",0.0,1.0,0.0,0.0,0.0
5717,"one day everything that can be in commotion will be in violent commotion,",0.245,0.755,0.0,1.0,-0.8
5718,followed by oft-repeated (commotions):,0.0,1.0,0.0,0.0,0.0
5719,hearts that day will be in agitation;,0.177,0.442,0.381,0.0,0.0
5720,cast down will be (their owners') eyes.,0.0,1.0,0.0,0.2888888888888889,-0.15555555555555559
5721,"they say (now): ""what! shall we indeed be returned to (our) former state?",0.0,1.0,0.0,0.0,0.0
5722,"""what! - when we shall have become rotten bones?""",0.31,0.69,0.0,0.0,0.0
5723,"they say: ""it would, in that case, be a return with loss!""",0.191,0.809,0.0,0.0,0.0
5724,"but verily, it will be but a single (compelling) cry,",0.286,0.552,0.162,0.40714285714285714,0.11428571428571428
5725,"when, behold, they will be in the (full) awakening (to judgment).",0.0,1.0,0.0,0.55,0.35
5726,has the story of moses reached thee?,0.0,0.811,0.189,0.0,0.0
5727,"behold, thy lord did call to him in the sacred valley of tuwa:-",0.0,1.0,0.0,0.0,0.0
5728,"""go thou to pharaoh for he has indeed transgressed all bounds:",0.0,1.0,0.0,0.0,0.0
5729,"""and say to him, 'wouldst thou that thou shouldst be purified (from sin)?-",0.231,0.769,0.0,0.0,0.0
5730,"""'and that i guide thee to thy lord, so thou shouldst fear him?'""",0.224,0.776,0.0,0.0,0.0
5731,then did (moses) show him the great sign.,0.0,0.631,0.369,0.75,0.8
5732,but (pharaoh) rejected it and disobeyed (guidance);,0.426,0.574,0.0,0.0,0.0
5733,"further, he turned his back, striving hard (against allah).",0.149,0.851,0.0,0.34722222222222215,-0.09722222222222222
5734,"then he collected (his men) and made a proclamation,",0.0,1.0,0.0,0.0,0.0
5735,"saying, ""i am your lord, most high"".",0.0,1.0,0.0,0.52,0.33
5736,"but allah did punish him, (and made an) example of him, - in the hereafter, as in this life.",0.204,0.796,0.0,0.0,0.0
5737,verily in this is an instructive warning for whosoever feareth (allah).,0.194,0.806,0.0,0.0,0.0
5738,what! are ye the more difficult to create or the heaven (above)? (allah) hath constructed it:,0.128,0.598,0.274,0.5333333333333333,0.0
5739,"on high hath he raised its canopy, and he hath given it order and perfection.",0.0,0.791,0.209,0.5399999999999999,0.16
5740,"its night doth he endow with darkness, and its splendour doth he bring out (with light).",0.104,0.729,0.167,0.7,0.4
5741,"and the earth, moreover, hath he extended (to a wide expanse);",0.0,1.0,0.0,0.4,-0.1
5742,he draweth out therefrom its moisture and its pasture;,0.0,1.0,0.0,0.0,0.0
5743,and the mountains hath he firmly fixed;-,0.0,1.0,0.0,0.2,0.1
5744,for use and convenience to you and your cattle.,0.0,1.0,0.0,0.0,0.0
5745,"therefore, when there comes the great, overwhelming (event),-",0.0,0.631,0.369,0.875,0.65
5746,"the day when man shall remember (all) that he strove for,",0.0,1.0,0.0,0.0,0.0
5747,"and hell-fire shall be placed in full view for (all) to see,-",0.0,1.0,0.0,0.55,0.35
5748,"then, for such as had transgressed all bounds,",0.0,1.0,0.0,0.5,0.0
5749,"and had preferred the life of this world,",0.0,1.0,0.0,0.0,0.0
5750,the abode will be hell-fire;,0.0,1.0,0.0,0.0,0.0
5751,"and for such as had entertained the fear of standing before their lord's (tribunal) and had restrained (their) soul from lower desires,",0.199,0.701,0.1,0.5,0.0
5752,their abode will be the garden.,0.0,1.0,0.0,0.0,0.0
5753,"they ask thee about the hour,-'when will be its appointed time?",0.0,1.0,0.0,0.0,0.0
5754,wherein art thou (concerned) with the declaration thereof?,0.0,1.0,0.0,0.0,0.0
5755,with thy lord in the limit fixed therefor.,0.0,1.0,0.0,0.2,0.1
5756,thou art but a warner for such as fear it.,0.323,0.677,0.0,0.5,0.0
5757,"the day they see it, (it will be) as if they had tarried but a single evening, or (at most till) the following morn!",0.0,1.0,0.0,0.2714285714285714,0.14285714285714288
5758,"(the prophet) frowned and turned away,",0.0,1.0,0.0,0.0,0.0
5759,because there came to him the blind man (interrupting).,0.412,0.588,0.0,0.6666666666666666,-0.5
5760,but what could tell thee but that perchance he might grow (in spiritual understanding)?-,0.0,1.0,0.0,0.13333333333333333,0.0
5761,"or that he might receive admonition, and the teaching might profit him?",0.0,0.791,0.209,0.0,0.0
5762,"as to one who regards himself as self-sufficient,",0.0,1.0,0.0,0.0,0.0
5763,to him dost thou attend;,0.0,1.0,0.0,0.0,0.0
5764,though it is no blame to thee if he grow not (in spiritual understanding).,0.0,0.865,0.135,0.13333333333333333,0.0
5765,"but as to him who came to thee striving earnestly,",0.0,1.0,0.0,0.0,0.0
5766,"and with fear (in his heart),",0.281,0.351,0.368,0.0,0.0
5767,of him wast thou unmindful.,0.0,1.0,0.0,0.0,0.0
5768,by no means (should it be so)! for it is indeed a message of instruction:,0.151,0.849,0.0,0.0,0.0
5769,"therefore let whoso will, keep it in remembrance.",0.0,1.0,0.0,0.0,0.0
5770,"(it is) in books held (greatly) in honour,",0.0,0.638,0.362,0.75,0.8
5771,"exalted (in dignity), kept pure and holy,",0.0,0.69,0.31,0.5,0.21428571428571427
5772,(written) by the hands of scribes-,0.0,1.0,0.0,0.0,0.0
5773,honourable and pious and just.,0.0,0.563,0.437,0.3,0.0
5774,woe to man! what hath made him reject allah;,0.453,0.547,0.0,0.0,0.0
5775,from what stuff hath he created him?,0.0,0.75,0.25,0.0,0.0
5776,"from a sperm-drop: he hath created him, and then mouldeth him in due proportions;",0.0,0.867,0.133,0.375,-0.125
5777,then doth he make his path smooth for him;,0.0,1.0,0.0,0.5,0.4
5778,"then he causeth him to die, and putteth him in his grave;",0.394,0.606,0.0,0.0,0.0
5779,"then, when it is his will, he will raise him up (again).",0.0,1.0,0.0,0.0,0.0
5780,by no means hath he fulfilled what allah hath commanded him.,0.157,0.643,0.2,0.0,0.0
5781,"then let man look at his food, (and how we provide it):",0.0,1.0,0.0,0.0,0.0
5782,"for that we pour forth water in abundance,",0.0,1.0,0.0,0.0,0.0
5783,"and we split the earth in fragments,",0.0,1.0,0.0,0.0,0.0
5784,"and produce therein corn,",0.0,1.0,0.0,0.0,0.0
5785,"and grapes and nutritious plants,",0.0,1.0,0.0,0.0,0.0
5786,"and olives and dates,",0.0,1.0,0.0,0.0,0.0
5787,"and enclosed gardens, dense with lofty trees,",0.0,1.0,0.0,0.0,0.0
5788,"and fruits and fodder,-",0.0,1.0,0.0,0.0,0.0
5789,for use and convenience to you and your cattle.,0.0,1.0,0.0,0.0,0.0
5790,"at length, when there comes the deafening noise,-",0.239,0.761,0.0,0.0,0.0
5791,"that day shall a man flee from his own brother,",0.0,1.0,0.0,1.0,0.6
5792,"and from his mother and his father,",0.0,1.0,0.0,0.0,0.0
5793,and from his wife and his children.,0.0,1.0,0.0,0.0,0.0
5794,"each one of them, that day, will have enough concern (of his own) to make him indifferent to the others.",0.087,0.913,0.0,0.75,0.3
5795,"some faces that day will be beaming,",0.0,1.0,0.0,0.0,0.0
5796,"laughing, rejoicing.",0.0,0.0,1.0,0.0,0.0
5797,"and other faces that day will be dust-stained,",0.0,1.0,0.0,0.375,-0.125
5798,blackness will cover them:,0.0,1.0,0.0,0.0,0.0
5799,"such will be the rejecters of allah, the doers of iniquity.",0.219,0.781,0.0,0.5,0.0
5800,when the sun (with its spacious light) is folded up;,0.0,1.0,0.0,0.7,0.4
5801,"when the stars fall, losing their lustre;",0.302,0.698,0.0,0.0,0.0
5802,when the mountains vanish (like a mirage);,0.0,0.706,0.294,0.0,0.0
5803,"when the she-camels, ten months with young, are left untended;",0.0,1.0,0.0,0.13333333333333333,0.03333333333333333
5804,when the wild beasts are herded together (in the human habitations);,0.0,1.0,0.0,0.25,0.05
5805,when the oceans boil over with a swell;,0.0,1.0,0.0,0.0,0.0
5806,"when the souls are sorted out, (being joined, like with like);",0.0,0.643,0.357,0.0,0.0
5807,"when the female (infant), buried alive, is questioned -",0.127,0.636,0.236,0.2833333333333333,0.05
5808,for what crime she was killed;,0.667,0.333,0.0,0.0,-0.2
5809,when the scrolls are laid open;,0.0,1.0,0.0,0.5,0.0
5810,when the world on high is unveiled;,0.0,1.0,0.0,0.5399999999999999,0.16
5811,when the blazing fire is kindled to fierce heat;,0.231,0.769,0.0,0.0,0.0
5812,and when the garden is brought near;-,0.0,1.0,0.0,0.4,0.1
5813,(then) shall each soul know what it has put forward.,0.0,1.0,0.0,0.0,0.0
5814,"so verily i call to witness the planets - that recede,",0.0,1.0,0.0,0.0,0.0
5815,"go straight, or hide;",0.304,0.357,0.339,0.4,0.2
5816,and the night as it dissipates;,0.0,1.0,0.0,0.0,0.0
5817,and the dawn as it breathes away the darkness;-,0.2,0.8,0.0,0.0,0.0
5818,"verily this is the word of a most honourable messenger,",0.0,0.726,0.274,0.5,0.5
5819,"endued with power, with rank before the lord of the throne,",0.0,1.0,0.0,0.9,-0.8
5820,"with authority there, (and) faithful to his trust.",0.0,0.4,0.6,0.0,0.0
5821,and (o people!) your companion is not one possessed;,0.0,1.0,0.0,0.0,0.0
5822,and without doubt he saw him in the clear horizon.,0.0,0.629,0.371,0.3833333333333333,0.10000000000000002
5823,neither doth he withhold grudgingly a knowledge of the unseen.,0.0,1.0,0.0,1.0,-0.6
5824,nor is it the word of an evil spirit accursed.,0.312,0.567,0.121,1.0,-1.0
5825,when whither go ye?,0.0,1.0,0.0,0.0,0.0
5826,verily this is no less than a message to (all) the worlds:,0.167,0.833,0.0,0.06666666666666667,0.08333333333333333
5827,(with profit) to whoever among you wills to go straight:,0.0,0.625,0.375,0.4,0.2
5828,"but ye shall not will except as allah wills,- the cherisher of the worlds.",0.0,0.751,0.249,0.0,0.0
5829,when the sky is cleft asunder;,0.0,1.0,0.0,0.0,0.0
5830,when the stars are scattered;,0.0,1.0,0.0,0.0,0.0
5831,when the oceans are suffered to burst forth;,0.314,0.686,0.0,0.0,0.0
5832,and when the graves are turned upside down;-,0.239,0.761,0.0,0.2888888888888889,-0.15555555555555559
5833,(then) shall each soul know what it hath sent forward and (what it hath) kept back.,0.0,1.0,0.0,0.0,0.0
5834,o man! what has seduced thee from thy lord most beneficent?-,0.162,0.585,0.253,0.5,0.5
5835,"him who created thee. fashioned thee in due proportion, and gave thee a just bias;",0.085,0.793,0.122,0.375,-0.125
5836,"in whatever form he wills, does he put thee together.",0.0,1.0,0.0,0.0,0.0
5837,nay! but ye do reject right and judgment!,0.371,0.629,0.0,0.5357142857142857,0.3571428571428571
5838,"but verily over you (are appointed angels) to protect you,-",0.0,0.726,0.274,0.0,0.0
5839,"kind and honourable,- writing down (your deeds):",0.0,0.435,0.565,0.5944444444444444,0.2222222222222222
5840,they know (and understand) all that ye do.,0.0,1.0,0.0,0.0,0.0
5841,"as for the righteous, they will be in bliss;",0.0,0.684,0.316,0.0,0.0
5842,"and the wicked - they will be in the fire,",0.42,0.58,0.0,0.0,0.0
5843,"which they will enter on the day of judgment,",0.0,1.0,0.0,0.0,0.0
5844,and they will not be able to keep away therefrom.,0.0,1.0,0.0,0.625,0.5
5845,and what will explain to thee what the day of judgment is?,0.0,1.0,0.0,0.0,0.0
5846,"again, what will explain to thee what the day of judgment is?",0.0,1.0,0.0,0.0,0.0
5847,"(it will be) the day when no soul shall have power (to do) aught for another: for the command, that day, will be (wholly) with allah.",0.081,0.919,0.0,0.0,0.0
5848,"woe to those that deal in fraud,-",0.569,0.431,0.0,0.0,0.0
5849,"those who, when they have to receive by measure from men, exact full measure,",0.0,1.0,0.0,0.4,0.3
5850,"but when they have to give by measure or weight to men, give less than due.",0.0,1.0,0.0,0.22083333333333333,-0.14583333333333331
5851,do they not think that they will be called to account?-,0.0,1.0,0.0,0.0,0.0
5852,"on a mighty day,",0.0,1.0,0.0,0.9,0.4
5853,a day when (all) mankind will stand before the lord of the worlds?,0.0,1.0,0.0,0.0,0.0
5854,nay! surely the record of the wicked is (preserved) in sijjin.,0.237,0.577,0.186,0.8888888888888888,0.5
5855,and what will explain to thee what sijjin is?,0.0,1.0,0.0,0.0,0.0
5856,(there is) a register (fully) inscribed.,0.0,1.0,0.0,0.0,0.0
5857,"woe, that day, to those that deny-",0.51,0.49,0.0,0.0,0.0
5858,those that deny the day of judgment.,0.286,0.714,0.0,0.0,0.0
5859,and none can deny it but the transgressor beyond bounds the sinner!,0.0,0.859,0.141,0.0,0.0
5860,"when our signs are rehearsed to him, he says, ""tales of the ancients!""",0.0,1.0,0.0,0.0,0.0
5861,by no means! but on their hearts is the stain of the (ill) which they do!,0.213,0.523,0.263,1.0,-0.625
5862,"verily, from (the light of) their lord, that day, will they be veiled.",0.0,1.0,0.0,0.7,0.4
5863,"further, they will enter the fire of hell.",0.538,0.462,0.0,0.5,0.0
5864,"further, it will be said to them: ""this is the (reality) which ye rejected as false!",0.193,0.807,0.0,0.55,-0.25000000000000006
5865,"nay, verily the record of the righteous is (preserved) in 'illiyin.",0.0,1.0,0.0,0.0,0.0
5866,and what will explain to thee what 'illiyun is?,0.0,1.0,0.0,0.0,0.0
5867,"(there is) a register (fully) inscribed,",0.0,1.0,0.0,0.0,0.0
5868,to which bear witness those nearest (to allah).,0.0,1.0,0.0,0.0,0.0
5869,truly the righteous will be in bliss:,0.0,0.431,0.569,0.0,0.0
5870,on thrones (of dignity) will they command a sight (of all things):,0.0,0.803,0.197,0.0,0.0
5871,thou wilt recognise in their faces the beaming brightness of bliss.,0.0,0.588,0.412,0.0,0.0
5872,their thirst will be slaked with pure wine sealed:,0.0,1.0,0.0,0.5,0.21428571428571427
5873,"the seal thereof will be musk: and for this let those aspire, who have aspirations:",0.0,1.0,0.0,0.0,0.0
5874,with it will be (given) a mixture of tasnim:,0.0,1.0,0.0,0.0,0.0
5875,"a spring, from (the waters) whereof drink those nearest to allah.",0.0,1.0,0.0,0.0,0.0
5876,"those in sin used to laugh at those who believed,",0.237,0.526,0.237,0.1,0.3
5877,"and whenever they passed by them, used to wink at each other (in mockery);",0.15,0.85,0.0,0.375,-0.125
5878,"and when they returned to their own people, they would return jesting;",0.0,1.0,0.0,1.0,0.6
5879,"and whenever they saw them, they would say, ""behold! these are the people truly astray!""",0.0,0.801,0.199,0.0,0.0
5880,but they had not been sent as keepers over them!,0.0,1.0,0.0,0.0,0.0
5881,but on this day the believers will laugh at the unbelievers:,0.0,0.671,0.329,0.1,0.3
5882,on thrones (of dignity) they will command (a sight) (of all things).,0.0,0.803,0.197,0.0,0.0
5883,will not the unbelievers have been paid back for what they did?,0.0,1.0,0.0,0.0,0.0
5884,"when the sky is rent asunder,",0.0,1.0,0.0,0.0,0.0
5885,"and hearkens to (the command of) its lord, and it must needs (do so);-",0.0,1.0,0.0,0.0,0.0
5886,"and when the earth is flattened out,",0.0,1.0,0.0,0.0,0.0
5887,"and casts forth what is within it and becomes (clean) empty,",0.133,0.667,0.2,0.6000000000000001,0.13333333333333336
5888,"and hearkens to (the command of) its lord,- and it must needs (do so);- (then will come home the full reality).",0.0,1.0,0.0,0.55,0.35
5889,"o thou man! verily thou art ever toiling on towards thy lord- painfully toiling,- but thou shalt meet him.",0.122,0.878,0.0,0.9,-0.7
5890,"then he who is given his record in his right hand,",0.0,0.758,0.242,0.5357142857142857,0.2857142857142857
5891,"soon will his account be taken by an easy reckoning,",0.0,0.756,0.244,0.8333333333333334,0.43333333333333335
5892,"and he will turn to his people, rejoicing!",0.0,0.631,0.369,0.0,0.0
5893,"but he who is given his record behind his back,-",0.0,1.0,0.0,0.35,-0.2
5894,"soon will he cry for perdition,",0.383,0.617,0.0,0.0,0.0
5895,and he will enter a blazing fire.,0.286,0.714,0.0,0.0,0.0
5896,"truly, did he go about among his people, rejoicing!",0.0,0.5,0.5,0.0,0.0
5897,"truly, did he think that he would not have to return (to us)!",0.0,0.79,0.21,0.0,0.0
5898,"nay, nay! for his lord was (ever) watchful of him!",0.0,1.0,0.0,0.0,0.0
5899,so i do call to witness the ruddy glow of sunset;,0.0,1.0,0.0,0.0,0.0
5900,the night and its homing;,0.0,1.0,0.0,0.0,0.0
5901,and the moon in her fullness:,0.0,1.0,0.0,0.0,0.0
5902,ye shall surely travel from stage to stage.,0.0,0.707,0.293,0.8888888888888888,0.5
5903,"what then is the matter with them, that they believe not?-",0.0,0.901,0.099,0.0,0.0
5904,"and when the qur'an is read to them, they fall not prostrate,",0.0,1.0,0.0,0.0,0.0
5905,but on the contrary the unbelievers reject (it).,0.336,0.664,0.0,0.0,0.0
5906,but allah has full knowledge of what they secrete (in their breasts),0.0,1.0,0.0,0.55,0.35
5907,"so announce to them a penalty grievous,",0.545,0.455,0.0,1.0,-0.8
5908,except to those who believe and work righteous deeds: for them is a reward that will never fail.,0.0,0.71,0.29,0.29999999999999993,0.25
5909,"by the sky, (displaying) the zodiacal signs;",0.0,1.0,0.0,0.0,0.0
5910,by the promised day (of judgment);,0.0,0.667,0.333,0.0,0.0
5911,"by one that witnesses, and the subject of the witness;-",0.0,1.0,0.0,0.3333333333333333,-0.16666666666666666
5912,"woe to the makers of the pit (of fire),",0.426,0.574,0.0,0.0,0.0
5913,fire supplied (abundantly) with fuel:,0.375,0.625,0.0,0.95,0.6
5914,"behold! they sat over against the (fire),",0.31,0.69,0.0,0.0,0.0
5915,and they witnessed (all) that they were doing against the believers.,0.0,1.0,0.0,0.0,0.0
5916,"and they ill-treated them for no other reason than that they believed in allah, exalted in power, worthy of all praise!-",0.082,0.667,0.252,0.6875,0.23958333333333331
5917,him to whom belongs the dominion of the heavens and the earth! and allah is witness to all things.,0.0,0.857,0.143,0.0,0.0
5918,"those who persecute (or draw into temptation) the believers, men and women, and do not turn in repentance, will have the penalty of hell: they will have the penalty of the burning fire.",0.365,0.635,0.0,0.0,0.0
5919,"for those who believe and do righteous deeds, will be gardens; beneath which rivers flow: that is the great salvation, (the fulfilment of all desires),",0.0,0.854,0.146,0.75,0.8
5920,truly strong is the grip (and power) of thy lord.,0.0,0.563,0.437,0.7333333333333333,0.4333333333333333
5921,"it is he who creates from the very beginning, and he can restore (life).",0.0,0.736,0.264,0.3,0.2
5922,"and he is the oft-forgiving, full of loving-kindness,",0.0,1.0,0.0,0.55,0.35
5923,"lord of the throne of glory,",0.0,0.588,0.412,0.0,0.0
5924,doer (without let) of all that he intends.,0.0,1.0,0.0,0.0,0.0
5925,"has the story reached thee, of the forces-",0.0,0.833,0.167,0.0,0.0
5926,of pharaoh and the thamud?,0.0,1.0,0.0,0.0,0.0
5927,and yet the unbelievers (persist) in rejecting (the truth)!,0.261,0.556,0.183,0.0,0.0
5928,but allah doth encompass them from behind!,0.0,1.0,0.0,0.7,-0.5
5929,"nay, this is a glorious qur'an,",0.0,0.543,0.457,0.0,0.0
5930,(inscribed) in a tablet preserved!,0.0,1.0,0.0,0.0,0.0
5931,by the sky and the night-visitant (therein);-,0.0,1.0,0.0,0.0,0.0
5932,and what will explain to thee what the night-visitant is?-,0.0,1.0,0.0,0.0,0.0
5933,(it is) the star of piercing brightness;-,0.0,0.698,0.302,0.0,0.0
5934,there is no soul but has a protector over it.,0.151,0.849,0.0,0.0,0.0
5935,now let man but think from what he is created!,0.0,0.763,0.237,0.0,0.0
5936,he is created from a drop emitted-,0.231,0.549,0.22,0.0,0.0
5937,proceeding from between the backbone and the ribs:,0.0,1.0,0.0,0.0,0.0
5938,surely (allah) is able to bring him back (to life)!,0.0,0.738,0.262,0.5046296296296297,0.3333333333333333
5939,"the day that (all) things secret will be tested,",0.0,1.0,0.0,0.7,-0.4
5940,"(man) will have no power, and no helper.",0.414,0.586,0.0,0.0,0.0
5941,"by the firmament which returns (in its round),",0.0,1.0,0.0,0.4,-0.2
5942,"and by the earth which opens out (for the gushing of springs or the sprouting of vegetation),-",0.0,1.0,0.0,0.0,0.0
5943,behold this is the word that distinguishes (good from evil):,0.288,0.523,0.19,0.8,-0.15000000000000002
5944,it is not a thing for amusement.,0.0,0.706,0.294,0.0,0.0
5945,"as for them, they are but plotting a scheme,",0.0,1.0,0.0,0.0,0.0
5946,and i am planning a scheme.,0.0,1.0,0.0,0.0,0.0
5947,therefore grant a delay to the unbelievers: give respite to them gently (for awhile).,0.122,0.585,0.293,0.8,0.2
5948,"glorify the name of thy guardian-lord most high,",0.0,0.654,0.346,0.52,0.33
5949,"who hath created, and further, given order and proportion;",0.0,0.8,0.2,0.5,0.0
5950,who hath ordained laws. and granted guidance;,0.0,0.75,0.25,0.0,0.0
5951,"and who bringeth out the (green and luscious) pasture,",0.0,1.0,0.0,0.3,-0.2
5952,and then doth make it (but) swarthy stubble.,0.0,1.0,0.0,0.0,0.0
5953,"by degrees shall we teach thee to declare (the message), so thou shalt not forget,",0.0,0.894,0.106,0.0,0.0
5954,except as allah wills: for he knoweth what is manifest and what is hidden.,0.0,1.0,0.0,0.3333333333333333,-0.16666666666666666
5955,and we will make it easy for thee (to follow) the simple (path).,0.0,0.805,0.195,0.5952380952380952,0.21666666666666667
5956,therefore give admonition in case the admonition profits (the hearer).,0.0,0.756,0.244,0.0,0.0
5957,the admonition will be received by those who fear (allah):,0.262,0.738,0.0,0.0,0.0
5958,"but it will be avoided by those most unfortunate ones,",0.485,0.515,0.0,0.75,0.0
5959,"who will enter the great fire,",0.229,0.381,0.39,0.75,0.8
5960,in which they will then neither die nor live.,0.0,0.718,0.282,0.5,0.13636363636363635
5961,"but those will prosper who purify themselves,",0.0,1.0,0.0,0.0,0.0
5962,"and glorify the name of their guardian-lord, and (lift their hearts) in prayer.",0.0,0.579,0.421,0.0,0.0
5963,"nay (behold), ye prefer the life of this world;",0.0,1.0,0.0,0.0,0.0
5964,but the hereafter is better and more enduring.,0.0,0.645,0.355,0.5,0.5
5965,"and this is in the books of the earliest (revelation),-",0.0,1.0,0.0,0.0,0.0
5966,the books of abraham and moses.,0.0,1.0,0.0,0.0,0.0
5967,has the story reached thee of the overwhelming (event)?,0.0,0.851,0.149,1.0,0.5
5968,"some faces, that day, will be humiliated,",0.286,0.714,0.0,0.0,0.0
5969,"labouring (hard), weary,-",0.778,0.222,0.0,0.5416666666666666,-0.2916666666666667
5970,"the while they enter the blazing fire,-",0.286,0.714,0.0,0.0,0.0
5971,"the while they are given, to drink, of a boiling hot spring,",0.0,1.0,0.0,0.8500000000000001,0.25
5972,no food will there be for them but a bitter dhari',0.371,0.629,0.0,0.5,-0.1
5973,which will neither nourish nor satisfy hunger.,0.0,0.566,0.434,0.0,0.0
5974,"(other) faces that day will be joyful,",0.0,0.606,0.394,0.375,-0.125
5975,"pleased with their striving,-",0.0,0.508,0.492,1.0,0.5
5976,"in a garden on high,",0.0,1.0,0.0,0.5399999999999999,0.16
5977,where they shall hear no (word) of vanity:,0.406,0.594,0.0,0.0,0.0
5978,therein will be a bubbling spring:,0.0,1.0,0.0,0.0,0.0
5979,"therein will be thrones (of dignity), raised on high,",0.0,0.748,0.252,0.5399999999999999,0.16
5980,"goblets placed (ready),",0.0,0.444,0.556,0.5,0.2
5981,"and cushions set in rows,",0.0,1.0,0.0,0.0,0.0
5982,and rich carpets (all) spread out.,0.0,0.581,0.419,0.75,0.375
5983,"do they not look at the camels, how they are made?-",0.0,1.0,0.0,0.0,0.0
5984,"and at the sky, how it is raised high?-",0.0,1.0,0.0,0.5399999999999999,0.16
5985,"and at the mountains, how they are fixed firm?-",0.0,1.0,0.0,0.30000000000000004,-0.05
5986,"and at the earth, how it is spread out?",0.0,1.0,0.0,0.0,0.0
5987,"therefore do thou give admonition, for thou art one to admonish.",0.0,1.0,0.0,0.0,0.0
5988,thou art not one to manage (men's) affairs.,0.0,1.0,0.0,0.0,0.0
5989,"but if any turn away and reject allah,-",0.336,0.664,0.0,0.0,0.0
5990,"allah will punish him with a mighty punishment,",0.524,0.476,0.0,0.9,0.4
5991,for to us will be their return;,0.0,1.0,0.0,0.0,0.0
5992,then it will be for us to call them to account.,0.0,1.0,0.0,0.0,0.0
5993,by the break of day,0.0,1.0,0.0,0.0,0.0
5994,by the nights twice five;,0.0,1.0,0.0,0.0,0.0
5995,by the even and odd (contrasted);,0.315,0.685,0.0,0.25,-0.16666666666666666
5996,and by the night when it passeth away;-,0.0,1.0,0.0,0.0,0.0
5997,is there (not) in these an adjuration (or evidence) for those who understand?,0.0,1.0,0.0,0.0,0.0
5998,"seest thou not how thy lord dealt with the 'ad (people),-",0.0,1.0,0.0,0.0,0.0
5999,"of the (city of) iram, with lofty pillars,",0.0,1.0,0.0,0.0,0.0
6000,the like of which were not produced in (all) the land?,0.0,0.8,0.2,0.0,0.0
6001,"and with the thamud (people), who cut out (huge) rocks in the valley?-",0.136,0.714,0.149,0.9,0.4000000000000001
6002,"and with pharaoh, lord of stakes?",0.0,1.0,0.0,0.0,0.0
6003,"(all) these transgressed beyond bounds in the lands,",0.0,1.0,0.0,0.0,0.0
6004,and heaped therein mischief (on mischief).,0.556,0.444,0.0,0.0,0.0
6005,therefore did thy lord pour on them a scourge of diverse chastisements:,0.0,1.0,0.0,0.0,0.0
6006,for thy lord is (as a guardian) on a watch-tower.,0.0,1.0,0.0,0.0,0.0
6007,"now, as for man, when his lord trieth him, giving him honour and gifts, then saith he, (puffed up), ""my lord hath honoured me.""",0.0,0.693,0.307,0.0,0.0
6008,"but when he trieth him, restricting his subsistence for him, then saith he (in despair), ""my lord hath humiliated me!""",0.364,0.636,0.0,0.0,0.0
6009,"nay, nay! but ye honour not the orphans!",0.0,0.554,0.446,0.0,0.0
6010,nor do ye encourage one another to feed the poor!-,0.432,0.568,0.0,0.6,-0.5
6011,"and ye devour inheritance - all with greed,",0.278,0.722,0.0,0.0,0.0
6012,and ye love wealth with inordinate love!,0.0,0.252,0.748,0.6,0.5625
6013,"nay! when the earth is pounded to powder,",0.0,1.0,0.0,0.0,0.0
6014,"and thy lord cometh, and his angels, rank upon rank,",0.0,1.0,0.0,0.9,-0.8
6015,"and hell, that day, is brought (face to face),- on that day will man remember, but how will that remembrance profit him?",0.105,0.75,0.144,0.0,0.0
6016,"he will say: ""ah! would that i had sent forth (good deeds) for (this) my (future) life!""",0.0,0.821,0.179,0.36250000000000004,0.35
6017,"for, that day, his chastisement will be such as none (else) can inflict,",0.0,1.0,0.0,0.5,0.0
6018,and his bonds will be such as none (other) can bind.,0.0,1.0,0.0,0.4375,-0.0625
6019,"(to the righteous soul will be said:) ""o (thou) soul, in (complete) rest and satisfaction!",0.0,0.814,0.186,0.7,0.3125
